map_key	cell_id	enter	item_type	item_id	is_obstruct	skill_lv	star_lv	
104_1	59	0	3	50001	0	1	0	
104_1	60	0	0	0	1	0	0	
104_1	61	0	0	0	1	0	0	
104_1	62	0	0	0	1	0	0	
104_1	63	0	1	24001	0	0	0	
104_1	64	0	1	24001	0	0	0	
104_1	65	0	0	0	0	0	0	
104_1	69	0	1	24001	0	0	0	
104_1	70	0	1	24001	0	0	0	
104_1	71	0	1	24001	0	0	0	
104_1	72	0	0	0	0	0	0	
104_1	73	0	1	25001	0	0	0	
104_1	74	0	1	25003	0	0	0	
104_1	75	0	0	0	1	0	0	
104_1	81	0	0	0	0	0	0	
104_1	82	0	0	0	0	0	0	
104_1	83	0	0	0	0	0	0	
104_1	84	0	0	0	0	0	0	
104_1	85	0	0	0	0	0	0	
104_1	93	0	0	0	1	0	0	
104_1	94	0	0	0	1	0	0	
104_1	95	0	0	0	1	0	0	
104_1	97	0	0	0	1	0	0	
104_1	98	0	0	0	1	0	0	
104_1	105	0	0	0	1	0	0	
104_1	108	0	0	0	1	0	0	
104_1	109	0	0	0	1	0	0	
105_1	2	0	0	0	1	0	0	
105_1	3	0	0	0	1	0	0	
105_1	4	0	0	0	1	0	0	
105_1	5	0	0	0	1	0	0	
105_1	6	0	0	0	1	0	0	
105_1	7	0	0	0	0	0	0	
105_1	12	0	0	0	0	0	0	
105_1	13	0	0	0	0	0	0	
105_1	14	0	1	24001	0	0	0	
105_1	15	0	1	24001	0	0	0	
105_1	16	0	0	0	0	0	0	
105_1	17	0	3	35003	0	1	1	
105_1	21	0	0	0	1	0	0	
105_1	22	0	0	0	0	0	0	
105_1	23	0	0	0	0	0	0	
105_1	24	0	0	0	0	0	0	
105_1	25	0	0	0	0	0	0	
105_1	26	0	3	50001	0	1	1	
105_1	27	0	3	35002	0	1	1	
105_1	28	0	0	0	0	0	0	
105_1	31	0	0	0	1	0	0	
105_1	32	0	3	35003	0	1	1	
105_1	33	0	0	0	0	0	0	
105_1	34	0	0	0	1	0	0	
105_1	35	0	0	0	1	0	0	
105_1	36	0	0	0	1	0	0	
105_1	37	0	0	0	0	0	0	
105_1	38	0	0	0	0	0	0	
105_1	41	0	0	0	1	0	0	
105_1	42	0	3	50001	0	1	1	
105_1	43	0	0	0	0	0	0	
105_1	46	0	0	0	1	0	0	
105_1	47	0	1	24001	0	0	0	
105_1	48	0	1	24001	0	0	0	
105_1	51	0	0	0	1	0	0	
105_1	52	0	0	0	0	0	0	
105_1	53	0	3	35002	0	1	1	
105_1	56	0	0	0	1	0	0	
105_1	57	0	1	25002	0	0	0	
105_1	58	0	1	25003	0	0	0	
105_1	61	0	0	0	0	0	0	
105_1	62	0	0	0	0	0	0	
105_1	63	0	0	0	0	0	0	
105_1	66	0	0	0	1	0	0	
105_1	67	0	0	0	0	0	0	
105_1	68	0	0	0	0	0	0	
105_1	70	0	0	0	1	0	0	
105_1	71	0	0	0	0	0	0	
105_1	72	0	0	0	0	0	0	
105_1	77	0	0	0	0	0	0	
105_1	78	0	0	0	0	0	0	
105_1	79	0	0	0	1	0	0	
105_1	80	1	0	0	0	0	0	
105_1	81	0	0	0	0	0	0	
105_1	82	1	0	0	0	0	0	
105_1	87	0	0	0	0	0	0	
105_1	88	0	2	63001	0	0	0	
105_1	89	0	0	0	0	0	0	
105_1	90	1	0	0	0	0	0	
105_1	91	0	0	0	0	0	0	
105_1	92	1	0	0	0	0	0	
105_1	94	0	0	0	1	0	0	
105_1	95	0	0	0	1	0	0	
105_1	97	0	0	0	0	0	0	
105_1	98	0	0	0	0	0	0	
105_1	99	0	0	0	0	0	0	
105_1	100	1	0	0	0	0	0	
105_1	101	1	0	0	0	0	0	
105_1	102	1	0	0	0	0	0	
105_1	104	0	0	0	1	0	0	
105_1	105	0	0	0	1	0	0	
105_1	107	0	0	0	1	0	0	
105_1	108	0	0	0	1	0	0	
105_1	109	0	0	0	1	0	0	
106_1	0	0	0	0	1	0	0	
106_1	1	1	0	0	0	0	0	
106_1	2	0	0	0	1	0	0	
106_1	3	0	0	0	1	0	0	
106_1	4	0	0	0	1	0	0	
106_1	5	0	0	0	0	0	0	
106_1	6	0	0	0	0	0	0	
106_1	7	0	0	0	0	0	0	
106_1	10	0	0	0	1	0	0	
106_1	11	1	0	0	0	0	0	
106_1	12	1	0	0	0	0	0	
106_1	13	1	0	0	0	0	0	
106_1	14	0	1	24001	0	0	0	
106_1	15	0	0	0	0	0	0	
106_1	16	0	1	24001	0	0	0	
106_1	17	0	0	0	0	0	0	
106_1	18	0	0	0	0	0	0	
106_1	20	0	0	0	1	0	0	
106_1	21	1	0	0	0	0	0	
106_1	22	1	0	0	0	0	0	
106_1	23	1	0	0	0	0	0	
106_1	24	0	0	0	1	0	0	
106_1	25	0	0	0	1	0	0	
106_1	26	0	0	0	1	0	0	
106_1	27	0	0	0	1	0	0	
106_1	28	0	1	24001	0	0	0	
106_1	29	0	0	0	0	0	0	
106_1	37	0	0	0	1	0	0	
106_1	38	0	1	24001	0	0	0	
106_1	39	0	0	0	0	0	0	
106_1	41	0	0	0	1	0	0	
106_1	42	0	0	0	1	0	0	
106_1	43	0	0	0	1	0	0	
106_1	44	0	0	0	1	0	0	
106_1	45	0	0	0	1	0	0	
106_1	47	0	0	0	1	0	0	
106_1	48	0	3	50001	0	2	1	
106_1	49	0	3	50001	0	2	1	
106_1	50	0	0	0	1	0	0	
106_1	51	0	0	0	0	0	0	
106_1	52	0	0	0	0	0	0	
106_1	53	0	2	63005	0	0	0	
106_1	54	0	0	0	1	0	0	
106_1	55	0	0	0	1	0	0	
106_1	57	0	0	0	1	0	0	
106_1	58	0	3	35003	0	2	1	
106_1	59	0	0	0	0	0	0	
106_1	60	0	0	0	1	0	0	
106_1	61	0	0	0	0	0	0	
106_1	62	0	0	0	0	0	0	
106_1	63	0	0	0	0	0	0	
106_1	64	0	0	0	0	0	0	
106_1	65	0	0	0	1	0	0	
106_1	67	0	0	0	1	0	0	
106_1	68	0	0	0	0	0	0	
106_1	69	0	0	0	0	0	0	
106_1	70	0	0	0	1	0	0	
106_1	71	0	1	25003	0	0	0	
106_1	72	0	1	25003	0	0	0	
106_1	77	0	0	0	1	0	0	
106_1	78	0	0	0	0	0	0	
106_1	79	0	0	0	0	0	0	
106_1	80	0	0	0	1	0	0	
106_1	81	0	0	0	0	0	0	
106_1	82	0	1	24001	0	0	0	
106_1	83	0	3	35003	0	2	1	
106_1	84	0	3	35002	0	2	1	
106_1	85	0	0	0	0	0	0	
106_1	86	0	0	0	0	0	0	
106_1	87	0	0	0	0	0	0	
106_1	88	0	1	24001	0	0	0	
106_1	89	0	0	0	0	0	0	
106_1	90	0	0	0	1	0	0	
106_1	91	0	0	0	0	0	0	
106_1	92	0	0	0	0	0	0	
106_1	93	0	3	35003	0	2	1	
106_1	94	0	1	24001	0	0	0	
106_1	95	0	0	0	0	0	0	
106_1	96	0	0	0	0	0	0	
106_1	97	0	0	0	0	0	0	
106_1	98	0	0	0	0	0	0	
106_1	99	0	0	0	0	0	0	
106_1	102	0	0	0	1	0	0	
106_1	103	0	0	0	1	0	0	
106_1	104	0	0	0	1	0	0	
106_1	105	0	0	0	1	0	0	
106_1	106	0	0	0	1	0	0	
106_1	107	0	0	0	1	0	0	
106_1	108	0	0	0	1	0	0	
107_1	0	1	0	0	0	0	0	
107_1	1	1	0	0	0	0	0	
107_1	2	0	0	0	1	0	0	
107_1	8	0	0	0	0	0	0	
107_1	9	1	0	0	0	0	0	
107_1	10	1	0	0	0	0	0	
107_1	12	1	0	0	0	0	0	
107_1	13	0	0	0	0	0	0	
107_1	14	0	0	0	0	0	0	
107_1	18	0	0	0	0	0	0	
107_1	19	0	0	0	0	0	0	
107_1	20	1	0	0	0	0	0	
107_1	24	0	0	0	0	0	0	
107_1	25	0	1	24001	0	0	0	
107_1	26	0	0	0	0	0	0	
107_1	28	0	0	0	0	0	0	
107_1	29	0	1	24001	0	0	0	
107_1	30	0	0	0	1	0	0	
107_1	36	0	3	50001	0	2	1	
107_1	37	0	0	0	0	0	0	
107_1	38	0	3	35003	0	2	1	
107_1	39	0	3	50001	0	2	1	
107_1	40	0	0	0	0	0	0	
107_1	44	0	0	0	1	0	0	
107_1	48	0	0	0	0	0	0	
107_1	49	0	0	0	0	0	0	
107_1	50	0	0	0	0	0	0	
107_1	53	0	0	0	1	0	0	
107_1	54	0	0	0	1	0	0	
107_1	55	0	0	0	1	0	0	
107_1	56	0	0	0	1	0	0	
107_1	58	0	0	0	0	0	0	
107_1	59	0	1	25003	0	0	0	
107_1	60	0	1	25003	0	0	0	
107_1	61	0	1	24001	0	0	0	
107_1	62	0	0	0	0	0	0	
107_1	64	0	0	0	1	0	0	
107_1	69	0	3	35003	0	2	1	
107_1	70	0	0	0	0	0	0	
107_1	71	0	3	35003	0	2	1	
107_1	72	0	1	24001	0	0	0	
107_1	73	0	3	35003	0	2	1	
107_1	79	0	0	0	1	0	0	
107_1	80	0	0	0	0	0	0	
107_1	81	0	0	0	1	0	0	
107_1	82	0	0	0	0	0	0	
107_1	83	0	0	0	1	0	0	
107_1	84	0	0	0	0	0	0	
107_1	85	0	0	0	1	0	0	
107_1	89	0	0	0	1	0	0	
107_1	90	0	0	0	0	0	0	
107_1	91	0	0	0	0	0	0	
107_1	92	0	0	0	0	0	0	
107_1	93	0	2	63005	0	0	0	
107_1	94	0	0	0	0	0	0	
107_1	95	0	0	0	0	0	0	
107_1	96	0	0	0	0	0	0	
107_1	97	0	0	0	1	0	0	
107_1	99	0	0	0	1	0	0	
107_1	100	0	0	0	0	0	0	
107_1	101	0	0	0	0	0	0	
107_1	102	0	0	0	0	0	0	
107_1	103	0	0	0	0	0	0	
107_1	104	0	0	0	1	0	0	
107_1	105	0	0	0	0	0	0	
107_1	106	0	0	0	0	0	0	
107_1	107	0	0	0	0	0	0	
107_1	108	0	0	0	0	0	0	
107_1	109	0	0	0	1	0	0	
108_1	0	0	0	0	1	0	0	
108_1	1	1	0	0	0	0	0	
108_1	2	1	0	0	0	0	0	
108_1	3	0	0	0	0	0	0	
108_1	4	0	0	0	0	0	0	
108_1	5	0	3	35003	0	2	1	
108_1	6	0	0	0	0	0	0	
108_1	7	0	1	24001	0	0	0	
108_1	8	0	3	35003	0	2	1	
108_1	9	0	0	0	0	0	0	
108_1	10	0	0	0	1	0	0	
108_1	11	1	0	0	0	0	0	
108_1	12	0	0	0	0	0	0	
108_1	13	0	0	0	0	0	0	
108_1	14	0	0	0	0	0	0	
108_1	15	0	0	0	0	0	0	
108_1	16	0	0	0	0	0	0	
108_1	17	0	0	0	0	0	0	
108_1	18	0	3	50001	0	2	1	
108_1	19	0	0	0	0	0	0	
108_1	20	0	1	24001	0	0	0	
108_1	21	0	1	24001	0	0	0	
108_1	22	0	0	0	1	0	0	
108_1	23	1	0	0	0	0	0	
108_1	24	0	0	0	0	0	0	
108_1	25	0	0	0	1	0	0	
108_1	31	0	0	0	0	0	0	
108_1	32	0	0	0	0	0	0	
108_1	35	0	0	0	0	0	0	
108_1	36	0	0	0	0	0	0	
108_1	37	0	0	0	1	0	0	
108_1	42	0	0	0	0	0	0	
108_1	43	0	1	24001	0	0	0	
108_1	46	0	0	0	0	0	0	
108_1	47	0	1	24001	0	0	0	
108_1	48	0	0	0	0	0	0	
108_1	49	0	0	0	1	0	0	
108_1	53	0	0	0	1	0	0	
108_1	54	0	0	0	0	0	0	
108_1	58	0	0	0	0	0	0	
108_1	59	0	0	0	0	0	0	
108_1	60	0	0	0	0	0	0	
108_1	61	0	0	0	1	0	0	
108_1	64	0	0	0	0	0	0	
108_1	65	0	0	0	0	0	0	
108_1	66	0	0	0	1	0	0	
108_1	67	0	0	0	1	0	0	
108_1	70	0	1	24001	0	0	0	
108_1	71	0	3	35003	0	2	1	
108_1	72	0	3	50001	0	2	1	
108_1	73	0	0	0	1	0	0	
108_1	75	0	0	0	0	0	0	
108_1	76	0	0	0	0	0	0	
108_1	77	0	0	0	1	0	0	
108_1	79	0	0	0	1	0	0	
108_1	82	0	1	24001	0	0	0	
108_1	83	0	3	38001	0	2	1	
108_1	84	0	1	25003	0	0	0	
108_1	85	0	0	0	0	0	0	
108_1	86	0	0	0	0	0	0	
108_1	87	0	0	0	0	0	0	
108_1	88	0	0	0	1	0	0	
108_1	89	0	0	0	1	0	0	
108_1	91	0	0	0	1	0	0	
108_1	94	0	0	0	0	0	0	
108_1	95	0	1	25003	0	0	0	
108_1	96	0	0	0	0	0	0	
108_1	97	0	2	63005	0	0	0	
108_1	98	0	0	0	0	0	0	
108_1	99	0	0	0	1	0	0	
108_1	100	0	0	0	1	0	0	
108_1	101	0	0	0	1	0	0	
108_1	102	0	0	0	1	0	0	
108_1	107	0	0	0	1	0	0	
108_1	108	0	0	0	0	0	0	
108_1	109	0	0	0	0	0	0	
109_1	0	0	0	0	1	0	0	
109_1	1	0	1	24001	0	0	0	
109_1	2	0	0	0	0	0	0	
109_1	3	0	0	0	0	0	0	
109_1	4	0	0	0	0	0	0	
109_1	5	0	0	0	0	0	0	
109_1	6	0	0	0	0	0	0	
109_1	7	0	0	0	0	0	0	
109_1	8	0	0	0	0	0	0	
109_1	9	0	0	0	0	0	0	
109_1	10	0	0	0	1	0	0	
109_1	11	0	0	0	0	0	0	
109_1	12	0	0	0	0	0	0	
109_1	13	0	0	0	0	0	0	
109_1	14	0	0	0	0	0	0	
109_1	15	0	0	0	0	0	0	
109_1	16	0	1	24001	0	0	0	
109_1	17	0	0	0	0	0	0	
109_1	18	0	0	0	0	0	0	
109_1	19	0	0	0	0	0	0	
109_1	20	0	0	0	0	0	0	
109_1	21	0	0	0	1	0	0	
109_1	22	0	1	24001	0	0	0	
109_1	23	0	0	0	0	0	0	
109_1	24	0	0	0	1	0	0	
109_1	25	0	0	0	1	0	0	
109_1	30	0	1	24001	0	0	0	
109_1	31	0	0	0	0	0	0	
109_1	32	0	0	0	0	0	0	
109_1	33	0	0	0	0	0	0	
109_1	34	0	3	35003	0	2	1	
109_1	35	0	3	35003	0	2	1	
109_1	38	0	0	0	1	0	0	
109_1	39	0	0	0	1	0	0	
109_1	42	0	0	0	0	0	0	
109_1	43	0	0	0	0	0	0	
109_1	44	0	0	0	1	0	0	
109_1	45	0	0	0	0	0	0	
109_1	46	0	1	24001	0	0	0	
109_1	48	0	0	0	1	0	0	
109_1	49	0	0	0	1	0	0	
109_1	50	0	0	0	1	0	0	
109_1	53	0	0	0	0	0	0	
109_1	54	0	0	0	0	0	0	
109_1	55	0	0	0	1	0	0	
109_1	56	0	3	50002	0	2	1	
109_1	57	0	0	0	0	0	0	
109_1	60	0	0	0	1	0	0	
109_1	61	0	0	0	1	0	0	
109_1	64	0	3	38001	0	2	1	
109_1	65	0	0	0	0	0	0	
109_1	66	0	0	0	1	0	0	
109_1	67	0	0	0	0	0	0	
109_1	68	0	3	50002	0	2	1	
109_1	74	0	3	50002	0	2	1	
109_1	75	0	3	35003	0	2	1	
109_1	76	0	0	0	0	0	0	
109_1	78	1	0	0	0	0	0	
109_1	79	0	0	0	0	0	0	
109_1	80	1	0	0	0	0	0	
109_1	82	0	0	0	0	0	0	
109_1	83	0	0	0	0	0	0	
109_1	84	0	0	0	0	0	0	
109_1	85	0	1	25003	0	0	0	
109_1	86	0	1	25003	0	0	0	
109_1	87	0	0	0	1	0	0	
109_1	89	1	0	0	0	0	0	
109_1	90	0	0	0	0	0	0	
109_1	91	1	0	0	0	0	0	
109_1	93	0	0	0	0	0	0	
109_1	94	0	2	63005	0	0	0	
109_1	95	0	0	0	0	0	0	
109_1	96	0	0	0	0	0	0	
109_1	97	0	1	24001	0	0	0	
109_1	100	0	0	0	1	0	0	
109_1	101	1	0	0	0	0	0	
109_1	102	0	0	0	1	0	0	
109_1	104	0	0	0	0	0	0	
109_1	105	0	0	0	0	0	0	
109_1	106	0	0	0	0	0	0	
109_1	107	0	0	0	0	0	0	
109_1	108	0	0	0	1	0	0	
110_1	1	0	0	0	1	0	0	
110_1	2	0	0	0	1	0	0	
110_1	3	0	0	0	0	0	0	
110_1	4	0	0	0	0	0	0	
110_1	5	0	0	0	0	0	0	
110_1	6	0	0	0	0	0	0	
110_1	7	0	0	0	0	0	0	
110_1	8	0	0	0	1	0	0	
110_1	9	0	0	0	1	0	0	
110_1	11	0	0	0	1	0	0	
110_1	12	0	0	0	0	0	0	
110_1	13	0	0	0	0	0	0	
110_1	14	0	0	0	0	0	0	
110_1	15	0	0	0	0	0	0	
110_1	16	0	0	0	1	0	0	
110_1	17	0	0	0	0	0	0	
110_1	18	0	0	0	0	0	0	
110_1	19	0	0	0	0	0	0	
110_1	20	0	0	0	0	0	0	
110_1	21	0	0	0	1	0	0	
110_1	22	0	0	0	0	0	0	
110_1	23	0	0	0	0	0	0	
110_1	24	0	0	0	0	0	0	
110_1	25	0	0	0	1	0	0	
110_1	29	0	0	0	1	0	0	
110_1	30	0	3	35003	0	2	1	
110_1	31	0	0	0	0	0	0	
110_1	32	0	0	0	0	0	0	
110_1	33	0	0	0	0	0	0	
110_1	34	0	3	38003	0	2	1	
110_1	35	0	1	24001	0	0	0	
110_1	36	0	0	0	0	0	0	
