id	prop	weight	""	""	""	""	""	""	""	""	""	""	""	""	
1009	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1009	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1009	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1009	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1009	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1009	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1009	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1009	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1010	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1010	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1010	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1010	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1010	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1010	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1010	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1010	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1010	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1010	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1010	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1010	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1010	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1010	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1010	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1011	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1011	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1011	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1011	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1011	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1011	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1011	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1011	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1011	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1011	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1011	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1011	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1011	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1011	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1011	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1012	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1012	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1012	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1012	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1012	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1012	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1012	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1012	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1012	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1012	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1012	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1012	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1012	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1012	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1012	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1013	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1013	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1013	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1013	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1013	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1013	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1013	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1013	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1013	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1013	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1013	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1013	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1013	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1013	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1013	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1014	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1014	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1014	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1014	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1014	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1014	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1014	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1014	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1014	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1014	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1014	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1014	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1014	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1014	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1014	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1015	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1015	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1015	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1015	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1015	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1015	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1015	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1015	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1015	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1015	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1015	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1015	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1015	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1015	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1015	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1016	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1016	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1016	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1016	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1016	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1016	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1016	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1016	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1016	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1016	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1016	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1016	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1016	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1016	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1016	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1017	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1017	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1017	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1017	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1017	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1017	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1017	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1017	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1017	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1017	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1017	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1017	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1017	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1017	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1017	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1018	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1018	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1018	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1018	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1018	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1018	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1018	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1018	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1018	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1018	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1018	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1018	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1018	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1018	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1018	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1019	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1019	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1019	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1019	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1019	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1019	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1019	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1019	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1019	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1019	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1019	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1019	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1019	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1019	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1019	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1020	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1020	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1020	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1020	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1020	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1020	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1020	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1020	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1020	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1020	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1020	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1020	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1020	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1020	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1020	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1021	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1021	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1021	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1021	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1021	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1021	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1021	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1021	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1021	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1021	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1021	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1021	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1021	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1021	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1021	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1022	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1022	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1022	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1022	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1022	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1022	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1022	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1022	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1022	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1022	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1022	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1022	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1022	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1022	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1022	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1023	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1023	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1023	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1023	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1023	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1023	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1023	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1023	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1023	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1023	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1023	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1023	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1023	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1023	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1023	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1024	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1024	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1024	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1024	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1024	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1024	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1024	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1024	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1024	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1024	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1024	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1024	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1024	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1024	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1024	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1025	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1025	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1025	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1025	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1025	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1025	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1025	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1025	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1025	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1025	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1025	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1025	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1025	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1025	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1025	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1026	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1026	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1026	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1026	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1026	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1026	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1026	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1026	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1026	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1026	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1026	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1026	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1026	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1026	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1026	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1027	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1027	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1027	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1027	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1027	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1027	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1027	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1027	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1027	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1027	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1027	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1027	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1027	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1027	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1027	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1028	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
