map_id	cell_id	row	col	plant_id	land_img_id	land_y_offset	plant_x_offset	plant_y_offset	water_img_id	sea_area	
6	80	11	15	0	1	14	0	76	0	0	
6	81	11	15	0	23	1	0	76	0	0	
6	84	11	15	0	40	8	0	76	0	0	
6	85	11	15	137	2	10	1	58	0	0	
6	92	11	15	0	9	0	0	76	0	0	
6	93	11	15	114	37	2	0	72	0	0	
6	94	11	15	0	3	21	0	76	0	0	
6	95	11	15	0	5	18	0	76	0	0	
6	99	11	15	136	3	5	0	72	0	0	
6	100	11	15	138	2	3	0	72	0	0	
6	105	11	15	113	9	-4	0	72	0	0	
6	106	11	15	0	9	-2	0	76	0	0	
6	107	11	15	0	9	-1	0	76	0	0	
6	108	11	15	0	9	1	0	72	0	0	
6	109	11	15	0	6	20	0	76	0	0	
6	110	11	15	0	6	19	0	76	0	0	
6	111	11	15	104	5	11	5	69	0	0	
6	120	11	15	0	9	-3	0	76	0	0	
6	121	11	15	114	9	-2	0	72	0	0	
6	122	11	15	0	9	-1	0	76	0	0	
6	123	11	15	101	1	20	7	67	0	0	
6	124	11	15	0	3	17	0	76	0	0	
6	125	11	15	0	2	14	0	76	0	0	
6	126	11	15	0	3	7	0	76	0	0	
6	127	11	15	0	4	2	0	76	0	0	
6	135	11	15	0	9	-1	0	76	0	0	
6	136	11	15	0	9	0	0	76	0	0	
6	137	11	15	0	9	0	0	76	0	0	
6	138	11	15	0	3	19	0	76	0	0	
6	139	11	15	0	16	12	0	76	0	0	
6	140	11	15	0	17	9	0	76	0	0	
6	141	11	15	0	4	5	0	76	0	0	
6	142	11	15	0	2	2	0	76	0	0	
6	153	11	15	0	15	15	0	76	0	0	
6	154	11	15	0	17	10	0	76	0	0	
6	155	11	15	0	16	-5	0	76	0	0	
7	5	15	15	0	8	30	0	76	0	0	
7	6	15	15	0	8	50	0	76	0	0	
7	7	15	15	0	7	50	0	76	0	0	
7	20	15	15	0	7	38	0	76	0	0	
7	21	15	15	132	6	31	15	94	0	0	
7	22	15	15	0	6	37	0	76	0	0	
7	23	15	15	0	5	41	0	76	0	0	
7	24	15	15	0	2	44	0	76	0	0	
7	35	15	15	106	6	28	-6	95	0	0	
7	36	15	15	141	1	40	0	72	0	0	
7	37	15	15	0	6	29	0	76	0	0	
7	38	15	15	0	2	33	0	76	0	0	
7	39	15	15	0	6	34	0	76	0	0	
7	40	15	15	137	1	37	2	68	0	0	
7	47	15	15	0	5	32	0	76	0	0	
7	48	15	15	0	2	31	0	76	0	0	
7	49	15	15	0	38	36	0	76	0	0	
7	50	15	15	0	6	35	0	76	0	0	
7	51	15	15	0	6	31	0	76	0	0	
7	52	15	15	0	2	33	0	76	0	0	
7	53	15	15	0	6	30	0	76	0	0	
7	54	15	15	0	5	37	0	76	0	0	
7	55	15	15	0	2	35	0	76	0	0	
7	62	15	15	0	3	38	0	76	0	0	
7	63	15	15	0	2	36	0	76	0	0	
7	64	15	15	102	2	26	6	66	0	0	
7	65	15	15	0	6	29	0	76	0	0	
7	66	15	15	137	6	36	0	54	0	0	
7	67	15	15	0	1	43	0	76	0	0	
7	68	15	15	0	3	35	0	76	0	0	
7	70	15	15	0	4	34	0	76	0	0	
7	71	15	15	0	10	-2	0	76	0	0	
7	72	15	15	114	9	-1	0	72	0	0	
7	73	15	15	113	9	-2	0	72	0	0	
7	77	15	15	0	3	27	0	76	0	0	
7	78	15	15	0	1	26	0	76	0	0	
7	79	15	15	0	6	36	0	76	0	0	
7	80	15	15	0	5	45	0	76	0	0	
7	81	15	15	0	6	45	0	76	0	0	
7	82	15	15	0	2	42	0	76	0	0	
7	83	15	15	0	2	43	0	76	0	0	
7	84	15	15	0	4	15	0	76	0	0	
7	85	15	15	0	3	26	0	76	0	0	
7	86	15	15	0	1	9	0	76	0	0	
7	87	15	15	0	4	9	0	76	0	0	
7	88	15	15	107	9	-4	-18	75	0	0	
7	92	15	15	0	2	41	0	76	0	0	
7	93	15	15	0	6	42	0	76	0	0	
7	94	15	15	0	2	42	0	76	0	0	
7	95	15	15	0	6	34	0	76	0	0	
7	96	15	15	0	5	33	0	76	0	0	
7	97	15	15	0	2	29	0	76	0	0	
7	98	15	15	0	2	28	0	76	0	0	
7	99	15	15	0	3	12	0	76	0	0	
7	100	15	15	0	4	18	0	76	0	0	
7	101	15	15	0	5	5	0	76	0	0	
7	102	15	15	0	38	7	0	76	0	0	
7	103	15	15	0	2	8	0	72	0	0	
7	107	15	15	0	3	32	0	76	0	0	
7	108	15	15	0	2	28	0	76	0	0	
7	109	15	15	0	1	27	0	76	0	0	
7	110	15	15	0	2	25	0	76	0	0	
7	111	15	15	0	1	32	0	76	0	0	
7	114	15	15	140	1	13	5	56	0	0	
7	115	15	15	0	3	8	0	76	0	0	
7	116	15	15	0	3	8	0	76	0	0	
7	117	15	15	0	3	4	0	76	0	0	
7	118	15	15	0	6	4	0	76	0	0	
7	122	15	15	0	3	27	0	76	0	0	
7	123	15	15	138	3	33	0	72	0	0	
7	124	15	15	103	6	18	-13	88	0	0	
7	125	15	15	0	5	16	0	76	0	0	
7	126	15	15	0	22	19	0	76	0	0	
7	129	15	15	136	2	11	0	72	0	0	
7	130	15	15	139	2	15	2	51	0	0	
7	131	15	15	105	2	5	0	56	0	0	
7	137	15	15	0	41	24	0	76	0	0	
7	138	15	15	0	2	15	0	76	0	0	
7	139	15	15	0	1	18	0	76	0	0	
7	140	15	15	0	1	20	0	76	0	0	
7	141	15	15	0	23	16	0	76	0	0	
7	144	15	15	0	40	12	0	76	0	0	
7	145	15	15	137	2	12	1	53	0	0	
7	152	15	15	0	9	3	0	76	0	0	
7	153	15	15	114	37	3	0	72	0	0	
7	154	15	15	0	6	17	0	76	0	0	
7	155	15	15	0	5	17	0	76	0	0	
7	159	15	15	136	6	9	0	72	0	0	
7	160	15	15	138	2	8	0	72	0	0	
7	165	15	15	113	9	-2	0	72	0	0	
7	166	15	15	0	9	-2	0	76	0	0	
7	167	15	15	0	9	-1	0	76	0	0	
7	168	15	15	0	9	2	0	76	0	0	
7	169	15	15	136	6	14	0	72	0	0	
7	170	15	15	0	6	14	0	76	0	0	
7	171	15	15	104	1	26	8	67	0	0	
7	180	15	15	0	9	-1	0	72	0	0	
7	181	15	15	114	9	-2	0	72	0	0	
7	182	15	15	0	9	-1	0	76	0	0	
7	183	15	15	101	1	17	15	67	0	0	
7	184	15	15	0	3	15	0	76	0	0	
7	185	15	15	0	2	15	0	76	0	0	
7	186	15	15	0	6	16	0	76	0	0	
7	187	15	15	0	4	9	0	76	0	0	
7	195	15	15	0	9	-2	0	76	0	0	
7	196	15	15	0	9	-2	0	72	0	0	
7	197	15	15	0	9	-2	0	76	0	0	
7	198	15	15	0	3	11	0	76	0	0	
7	199	15	15	0	17	13	0	76	0	0	
7	200	15	15	0	17	12	0	76	0	0	
7	201	15	15	0	4	9	0	76	0	0	
7	202	15	15	0	2	9	0	76	0	0	
7	213	15	15	0	15	9	0	76	0	0	
7	214	15	15	0	17	9	0	76	0	0	
7	215	15	15	0	17	-4	0	76	0	0	
8	5	17	15	0	8	49	0	76	0	0	
8	6	17	15	0	8	57	0	76	0	0	
8	7	17	15	0	8	56	0	76	0	0	
8	20	17	15	0	8	56	0	76	0	0	
8	21	17	15	132	3	42	8	101	0	0	
8	22	17	15	0	6	48	0	76	0	0	
8	23	17	15	0	5	51	0	76	0	0	
8	24	17	15	0	2	50	0	76	0	0	
8	35	17	15	106	6	38	-8	95	0	0	
8	36	17	15	141	1	51	0	72	0	0	
8	37	17	15	0	6	33	0	76	0	0	
8	38	17	15	0	2	39	0	76	0	0	
8	39	17	15	0	6	39	0	76	0	0	
8	40	17	15	137	1	38	0	66	0	0	
8	47	17	15	0	5	29	0	76	0	0	
8	48	17	15	0	2	33	0	76	0	0	
8	49	17	15	0	38	37	0	76	0	0	
8	50	17	15	0	6	47	0	76	0	0	
8	51	17	15	0	6	39	0	76	0	0	
8	52	17	15	0	2	39	0	76	0	0	
8	53	17	15	0	6	39	0	76	0	0	
8	54	17	15	0	4	36	0	76	0	0	
8	55	17	15	0	41	41	0	76	0	0	
8	62	17	15	0	3	38	0	76	0	0	
8	63	17	15	0	2	38	0	76	0	0	
8	64	17	15	102	2	30	11	64	0	0	
8	65	17	15	0	6	37	0	76	0	0	
8	66	17	15	137	6	40	-3	52	0	0	
8	67	17	15	0	1	39	0	76	0	0	
8	68	17	15	0	3	37	0	76	0	0	
8	70	17	15	0	2	30	0	76	0	0	
8	71	17	15	0	10	0	0	76	0	0	
8	72	17	15	0	9	-1	0	76	0	0	
8	73	17	15	113	9	-4	0	72	0	0	
8	77	17	15	0	3	30	0	76	0	0	
8	78	17	15	0	1	30	0	76	0	0	
8	79	17	15	0	6	38	0	76	0	0	
8	80	17	15	0	5	35	0	76	0	0	
8	81	17	15	0	6	35	0	76	0	0	
8	82	17	15	0	2	33	0	76	0	0	
8	83	17	15	0	2	31	0	76	0	0	
8	84	17	15	0	4	9	0	76	0	0	
8	85	17	15	0	3	17	0	76	0	0	
8	86	17	15	0	1	5	0	76	0	0	
8	87	17	15	0	4	4	0	76	0	0	
8	88	17	15	107	9	-4	-20	70	0	0	
8	92	17	15	0	2	39	0	76	0	0	
8	93	17	15	0	3	37	0	76	0	0	
8	94	17	15	0	2	32	0	76	0	0	
8	95	17	15	0	3	24	0	76	0	0	
8	96	17	15	0	5	22	0	76	0	0	
8	97	17	15	0	2	20	0	76	0	0	
8	98	17	15	0	4	19	0	76	0	0	
8	99	17	15	0	6	7	0	76	0	0	
8	100	17	15	0	4	9	0	76	0	0	
8	101	17	15	0	4	8	0	76	0	0	
8	102	17	15	0	38	6	0	76	0	0	
8	103	17	15	0	39	3	0	76	0	0	
8	107	17	15	0	3	30	0	76	0	0	
8	108	17	15	0	2	25	0	76	0	0	
8	109	17	15	0	1	23	0	76	0	0	
8	110	17	15	0	2	22	0	76	0	0	
8	111	17	15	104	1	27	3	58	0	0	
8	114	17	15	140	1	3	1	52	0	0	
8	115	17	15	0	5	10	0	76	0	0	
8	116	17	15	0	3	9	0	76	0	0	
8	117	17	15	0	6	8	0	76	0	0	
8	118	17	15	0	6	4	0	76	0	0	
8	122	17	15	0	3	26	0	76	0	0	
8	123	17	15	138	6	27	0	72	0	0	
8	124	17	15	103	6	15	-14	89	0	0	
8	125	17	15	0	5	10	0	76	0	0	
8	126	17	15	0	22	11	0	76	0	0	
8	129	17	15	136	2	1	-11	70	0	0	
8	130	17	15	139	2	2	3	52	0	0	
8	131	17	15	0	2	3	0	76	0	0	
8	137	17	15	0	41	24	0	72	0	0	
8	138	17	15	0	2	12	0	76	0	0	
8	139	17	15	0	1	16	0	76	0	0	
8	140	17	15	0	1	15	0	76	0	0	
8	141	17	15	0	23	5	0	76	0	0	
8	144	17	15	0	40	-1	0	76	0	0	
8	145	17	15	137	2	1	1	50	0	0	
8	152	17	15	0	9	2	0	76	0	0	
8	153	17	15	114	37	-2	0	72	0	0	
8	154	17	15	0	6	19	0	76	0	0	
8	155	17	15	0	5	21	0	76	0	0	
8	159	17	15	136	6	-1	-5	69	0	0	
8	160	17	15	138	2	-3	0	72	0	0	
8	165	17	15	113	9	-2	0	72	0	0	
8	166	17	15	0	9	-2	0	76	0	0	
8	167	17	15	0	9	-1	0	76	0	0	
8	168	17	15	0	9	2	0	76	0	0	
8	169	17	15	136	6	22	-2	64	0	0	
8	170	17	15	0	6	25	0	76	0	0	
8	171	17	15	104	5	15	5	69	0	0	
8	180	17	15	0	9	-1	0	76	0	0	
8	181	17	15	114	9	-2	0	72	0	0	
8	182	17	15	0	9	-1	0	76	0	0	
8	183	17	15	101	1	25	12	69	0	0	
8	184	17	15	0	3	23	0	76	0	0	
8	185	17	15	0	2	23	0	76	0	0	
8	186	17	15	0	6	14	0	76	0	0	
8	187	17	15	0	4	9	0	76	0	0	
8	195	17	15	0	9	-2	0	76	0	0	
8	196	17	15	0	9	-2	0	76	0	0	
8	197	17	15	0	9	-2	0	76	0	0	
8	198	17	15	0	3	21	0	76	0	0	
8	199	17	15	0	17	19	0	76	0	0	
8	200	17	15	0	17	18	0	76	0	0	
8	201	17	15	0	4	9	0	76	0	0	
8	202	17	15	0	2	9	0	76	0	0	
8	212	17	15	0	9	-2	0	76	0	0	
8	213	17	15	0	15	22	0	76	0	0	
8	214	17	15	0	17	20	0	76	0	0	
8	215	17	15	0	17	3	0	76	0	0	
8	216	17	15	0	15	9	0	76	0	0	
8	217	17	15	0	17	6	0	76	0	0	
8	227	17	15	113	9	-4	0	72	0	0	
8	228	17	15	107	9	-3	14	61	0	0	
8	229	17	15	0	17	4	0	76	0	0	
8	230	17	15	0	15	7	0	76	0	0	
8	231	17	15	0	17	6	0	76	0	0	
8	244	17	15	0	17	4	0	76	0	0	
8	245	17	15	0	17	3	0	76	0	0	
8	246	17	15	0	16	3	0	76	0	0	
9	10	17	20	0	8	47	0	76	0	0	
9	11	17	20	0	8	56	0	76	0	0	
9	12	17	20	0	8	54	0	76	0	0	
9	30	17	20	0	8	54	0	76	0	0	
9	31	17	20	132	3	42	10	99	0	0	
9	32	17	20	0	6	45	0	76	0	0	
9	33	17	20	0	5	49	0	76	0	0	
9	34	17	20	0	2	54	0	76	0	0	
9	50	17	20	106	6	42	-6	94	0	0	
9	51	17	20	141	1	45	0	72	0	0	
9	52	17	20	0	6	35	0	76	0	0	
9	53	17	20	0	2	40	0	76	0	0	
9	54	17	20	0	6	40	0	76	0	0	
9	55	17	20	137	1	45	-2	60	0	0	
9	63	17	20	133	16	56	0	72	0	0	
9	64	17	20	133	15	55	0	72	0	0	
9	65	17	20	0	17	52	0	76	0	0	
9	66	17	20	0	4	50	0	76	0	0	
9	67	17	20	0	5	49	0	76	0	0	
9	68	17	20	0	2	47	0	76	0	0	
9	69	17	20	0	38	45	0	76	0	0	
9	70	17	20	0	3	47	0	76	0	0	
9	71	17	20	0	3	36	0	76	0	0	
9	72	17	20	0	2	33	0	76	0	0	
9	73	17	20	0	6	35	0	76	0	0	
9	74	17	20	0	4	38	0	76	0	0	
9	75	17	20	0	41	45	0	76	0	0	
9	82	17	20	107	14	25	0	72	0	0	
9	83	17	20	133	14	23	0	72	0	0	
9	84	17	20	133	14	20	0	72	0	0	
9	85	17	20	0	17	47	0	76	0	0	
9	86	17	20	141	6	52	0	72	0	0	
9	87	17	20	0	6	50	0	72	0	0	
9	88	17	20	0	2	47	0	76	0	0	
9	89	17	20	102	2	34	13	63	0	0	
9	90	17	20	0	3	36	0	76	0	0	
9	91	17	20	136	3	36	0	72	0	0	
9	92	17	20	0	3	39	0	76	0	0	
9	93	17	20	0	3	37	0	76	0	0	
9	95	17	20	0	2	37	0	76	0	0	
9	96	17	20	0	10	-	0	76	0	0	
9	97	17	20	114	9	-2	0	72	0	0	
9	98	17	20	113	9	-4	0	72	0	0	
9	102	17	20	0	13	31	0	76	0	0	
9	103	17	20	0	13	20	0	76	0	0	
9	104	17	20	0	13	16	0	76	0	0	
9	105	17	20	0	17	33	0	76	0	0	
9	106	17	20	0	17	42	0	76	0	0	
9	107	17	20	0	3	43	0	76	0	0	
9	108	17	20	0	1	39	0	76	0	0	
