id	skill_lv	name	desc	is_show	sea_soul	icon	heroid	skill_range	skill_type	fly_type	is_fly_rotate	skill_pos	fire_time	prepare_skill_anim_time	skill_name	skill_anim_time	hit_time	skill_anim_loop	hit_name	hit_range	hp_add	damage_ratio	defense_ratio	effect_array	skill_effect_id	trigger_ratio	value	duration	skill_effect_id	trigger_ratio	value	duration	""	""	""	""	
70002	9	"Đá Bay Thép"	"Phóng ra 3 lần liên tiếp viên đá bay bằng thép, gây 290% sát thương (Nâng cấp +10% sát thương)."	1	125	70002	32001	0	2	1	1	0	3000	8000	fly_5	10000	10000	1	hit_5	70	""	29000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70002	10	"Đá Bay Thép"	"Phóng ra 3 lần liên tiếp viên đá bay bằng thép, gây 300% sát thương (Nâng cấp +10% sát thương)."	1	0	70002	32001	0	2	1	1	0	3000	8000	fly_5	10000	10000	1	hit_5	70	""	30000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70003	0	"Thuẫn Hải Thần"	"Lá chắn Hải thần: Sở hữu lá chắn bảo vệ Hải thần, có thể ngăn chặn sát thương từ kẻ thù."	1	25	70003	33001	0	1	0	0	1	3000	50000	""	0	0	1	""	0	""	0	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70003	1	"Thuẫn Hải Thần"	"Kích hoạt Lá Chắn Hải Thần, chặn 30% sát thương trong 5 giây (mỗi lần nâng cấp +5% khả năng chặn sát thương)."	1	40	70003	33001	0	1	0	0	1	3000	60000	""	0	0	1	""	0	""	0	0	1|4|3	1	10000	3000	50000	0	0	0	0	""	""	""	""	
70003	2	"Thuẫn Hải Thần"	"Kích hoạt Lá Chắn Hải Thần, chặn 35% sát thương trong 5 giây (mỗi lần nâng cấp +5% khả năng chặn sát thương)."	1	60	70003	33001	0	1	0	0	1	3000	70000	""	0	0	1	""	0	""	0	0	1|4|3	1	10000	3500	50000	0	0	0	0	""	""	""	""	
70003	3	"Thuẫn Hải Thần"	"Kích hoạt Lá Chắn Hải Thần, chặn 40% sát thương trong 5 giây (mỗi lần nâng cấp +5% khả năng chặn sát thương)."	1	85	70003	33001	0	1	0	0	1	3000	80000	""	0	0	1	""	0	""	0	0	1|4|3	1	10000	4000	50000	0	0	0	0	""	""	""	""	
70003	4	"Thuẫn Hải Thần"	"Kích hoạt Lá Chắn Hải Thần, chặn 45% sát thương trong 5 giây (mỗi lần nâng cấp +5% khả năng chặn sát thương)."	1	100	70003	33001	0	1	0	0	1	3000	90000	""	0	0	1	""	0	""	0	0	1|4|3	1	10000	4500	50000	0	0	0	0	""	""	""	""	
70003	5	"Thuẫn Hải Thần"	"Kích hoạt Lá Chắn Hải Thần, chặn 50% sát thương trong 5 giây (mỗi lần nâng cấp +5% khả năng chặn sát thương)."	1	105	70003	33001	0	1	0	0	1	3000	100000	""	0	0	1	""	0	""	0	0	1|4|3	1	10000	5000	50000	0	0	0	0	""	""	""	""	
70003	6	"Thuẫn Hải Thần"	"Kích hoạt Lá Chắn Hải Thần, chặn 55% sát thương trong 5 giây (mỗi lần nâng cấp +5% khả năng chặn sát thương)."	1	110	70003	33001	0	1	0	0	1	3000	110000	""	0	0	1	""	0	""	0	0	1|4|3	1	10000	5500	50000	0	0	0	0	""	""	""	""	
70003	7	"Thuẫn Hải Thần"	"Kích hoạt Lá Chắn Hải Thần, chặn 60% sát thương trong 5 giây (mỗi lần nâng cấp +5% khả năng chặn sát thương)."	1	115	70003	33001	0	1	0	0	1	3000	120000	""	0	0	1	""	0	""	0	0	1|4|3	1	10000	6000	50000	0	0	0	0	""	""	""	""	
70003	8	"Thuẫn Hải Thần"	"Kích hoạt Lá Chắn Hải Thần, chặn 65% sát thương trong 6 giây (mỗi lần nâng cấp +5% khả năng chặn sát thương)."	1	120	70003	33001	0	1	0	0	1	3000	130000	""	0	0	1	""	0	""	0	0	1|4|3	1	10000	6500	60000	0	0	0	0	""	""	""	""	
70003	9	"Thuẫn Hải Thần"	"Kích hoạt Lá Chắn Hải Thần, chặn 65% sát thương trong 7 giây (mỗi lần nâng cấp +5% khả năng chặn sát thương)."	1	125	70003	33001	0	1	0	0	1	3000	140000	""	0	0	1	""	0	""	0	0	1|4|3	1	10000	6500	70000	0	0	0	0	""	""	""	""	
70003	10	"Thuẫn Hải Thần"	"Kích hoạt Lá Chắn Hải Thần, chặn 65% sát thương trong 8 giây (mỗi lần nâng cấp +5% khả năng chặn sát thương)."	1	0	70003	33001	0	1	0	0	1	3000	150000	""	0	0	1	""	0	""	0	0	1|4|3	1	10000	6500	80000	0	0	0	0	""	""	""	""	
70004	0	"Tiễn Vũ Quang Tốc"	"Toàn thân phát ra ánh sáng xanh lục, tốc độ bắn ngày càng nhanh, vô cùng kinh khủng."	1	25	70004	34001	0	2	1	1	1	5900	50000	""	0	0	0	""	15	""	0	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70004	1	"Tiễn Vũ Quang Tốc"	"Toàn thân phát ánh sáng xanh lục, gia tăng tốc độ bắn 30% trong 5 giây (mỗi lần nâng cấp +5% tốc độ bắn)."	1	40	70004	34001	0	2	1	1	1	5900	50000	""	0	0	0	""	15	""	0	0	1|4|3	2	10000	3000	50000	0	0	0	0	""	""	""	""	
70004	2	"Tiễn Vũ Quang Tốc"	"Toàn thân phát ánh sáng xanh lục, gia tăng tốc độ bắn 35% trong 5 giây (mỗi lần nâng cấp +5% tốc độ bắn)."	1	60	70004	34001	0	2	1	1	1	5900	50000	""	0	0	0	""	15	""	0	0	1|4|3	2	10000	3500	50000	0	0	0	0	""	""	""	""	
70004	3	"Tiễn Vũ Quang Tốc"	"Toàn thân phát ánh sáng xanh lục, gia tăng tốc độ bắn 40% trong 5 giây (mỗi lần nâng cấp +5% tốc độ bắn)."	1	85	70004	34001	0	2	1	1	1	5900	50000	""	0	0	0	""	15	""	0	0	1|4|3	2	10000	4000	50000	0	0	0	0	""	""	""	""	
70004	4	"Tiễn Vũ Quang Tốc"	"Toàn thân phát ánh sáng xanh lục, gia tăng tốc độ bắn 45% trong 5 giây (mỗi lần nâng cấp +5% tốc độ bắn)."	1	100	70004	34001	0	2	1	1	1	5900	50000	""	0	0	0	""	15	""	0	0	1|4|3	2	10000	4500	50000	0	0	0	0	""	""	""	""	
70004	5	"Tiễn Vũ Quang Tốc"	"Toàn thân phát ánh sáng xanh lục, gia tăng tốc độ bắn 50% trong 5 giây (mỗi lần nâng cấp +5% tốc độ bắn)."	1	105	70004	34001	0	2	1	1	1	5900	50000	""	0	0	0	""	15	""	0	0	1|4|3	2	10000	5000	50000	0	0	0	0	""	""	""	""	
70004	6	"Tiễn Vũ Quang Tốc"	"Toàn thân phát ánh sáng xanh lục, gia tăng tốc độ bắn 55% trong 5 giây (mỗi lần nâng cấp +5% tốc độ bắn)."	1	110	70004	34001	0	2	1	1	1	5900	50000	""	0	0	0	""	15	""	0	0	1|4|3	2	10000	5500	50000	0	0	0	0	""	""	""	""	
70004	7	"Tiễn Vũ Quang Tốc"	"Toàn thân phát ánh sáng xanh lục, gia tăng tốc độ bắn 60% trong 5 giây (mỗi lần nâng cấp +5% tốc độ bắn)."	1	115	70004	34001	0	2	1	1	1	5900	50000	""	0	0	0	""	15	""	0	0	1|4|3	2	10000	6000	50000	0	0	0	0	""	""	""	""	
70004	8	"Tiễn Vũ Quang Tốc"	"Toàn thân phát ánh sáng xanh lục, gia tăng tốc độ bắn 65% trong 5 giây (mỗi lần nâng cấp +5% tốc độ bắn)."	1	120	70004	34001	0	2	1	1	1	5900	50000	""	0	0	0	""	15	""	0	0	1|4|3	2	10000	6500	50000	0	0	0	0	""	""	""	""	
70004	9	"Tiễn Vũ Quang Tốc"	"Toàn thân phát ánh sáng xanh lục, gia tăng tốc độ bắn 70% trong 5 giây (mỗi lần nâng cấp +5% tốc độ bắn)."	1	125	70004	34001	0	2	1	1	1	5900	50000	""	0	0	0	""	15	""	0	0	1|4|3	2	10000	7000	50000	0	0	0	0	""	""	""	""	
70004	10	"Tiễn Vũ Quang Tốc"	"Toàn thân phát ánh sáng xanh lục, gia tăng tốc độ bắn 75% trong 5 giây (mỗi lần nâng cấp +5% tốc độ bắn)."	1	0	70004	34001	0	2	1	1	1	5900	50000	""	0	0	0	""	15	""	0	0	1|4|3	2	10000	7500	50000	0	0	0	0	""	""	""	""	
70005	0	"Đại Đao Hoành Khí"	"Hai luồng đao khí cắt chéo xé toạc kẻ địch, gây sát thương cực lớn."	1	25	70005	39001	0	2	0	1	0	6000	8000	skill_2	10000	10000	1	hit_8	0	""	0	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70005	1	"Đại Đao Hoành Khí"	"Hai luồng đao khí giao nhau tấn công kẻ địch, gây sát thương 200% (nâng cấp +10% sát thương)."	1	40	70005	39001	0	2	0	1	0	6000	8000	skill_2	10000	10000	1	hit_8	0	""	20000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70005	2	"Đại Đao Hoành Khí"	"Hai luồng đao khí giao nhau tấn công kẻ địch, gây sát thương 220% (nâng cấp +10% sát thương)."	1	60	70005	39001	0	2	0	1	0	6000	8000	skill_2	10000	10000	1	hit_8	0	""	22000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70005	3	"Đại Đao Hoành Khí"	"Hai luồng đao khí giao nhau tấn công kẻ địch, gây sát thương 230% (nâng cấp +10% sát thương)."	1	85	70005	39001	0	2	0	1	0	6000	8000	skill_2	10000	10000	1	hit_8	0	""	23000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70005	4	"Đại Đao Hoành Khí"	"Hai luồng đao khí giao nhau tấn công kẻ địch, gây sát thương 240% (nâng cấp +10% sát thương)."	1	100	70005	39001	0	2	0	1	0	6000	8000	skill_2	10000	10000	1	hit_8	0	""	24000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70005	5	"Đại Đao Hoành Khí"	"Hai luồng đao khí giao nhau tấn công kẻ địch, gây sát thương 250% (nâng cấp +10% sát thương)."	1	105	70005	39001	0	2	0	1	0	6000	8000	skill_2	10000	10000	1	hit_8	0	""	25000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70005	6	"Đại Đao Hoành Khí"	"Hai luồng đao khí giao nhau tấn công kẻ địch, gây sát thương 260% (nâng cấp +10% sát thương)."	1	110	70005	39001	0	2	0	1	0	6000	8000	skill_2	10000	10000	1	hit_8	0	""	26000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70005	7	"Đại Đao Hoành Khí"	"Hai luồng đao khí giao nhau tấn công kẻ địch, gây sát thương 270% (nâng cấp +10% sát thương)."	1	115	70005	39001	0	2	0	1	0	6000	8000	skill_2	10000	10000	1	hit_8	0	""	27000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70005	8	"Đại Đao Hoành Khí"	"Hai luồng đao khí giao nhau tấn công kẻ địch, gây sát thương 280% (nâng cấp +10% sát thương)."	1	120	70005	39001	0	2	0	1	0	6000	8000	skill_2	10000	10000	1	hit_8	0	""	28000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70005	9	"Đại Đao Hoành Khí"	"Hai luồng đao khí giao nhau tấn công kẻ địch, gây sát thương 290% (nâng cấp +10% sát thương)."	1	125	70005	39001	0	2	0	1	0	6000	8000	skill_2	10000	10000	1	hit_8	0	""	29000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70005	10	"Đại Đao Hoành Khí"	"Hai luồng đao khí giao nhau tấn công kẻ địch, gây sát thương 300% (nâng cấp +10% sát thương)."	1	0	70005	39001	0	2	0	1	0	6000	8000	skill_2	10000	10000	1	hit_8	0	""	30000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70006	0	"Tiếng Gầm Cuồng Bạo"	"Tiếng Gầm Cuồng Bạo mang lại hiệu ứng tăng sát thương cho toàn bộ đồng đội."	1	25	70006	35001	0	1	0	0	3	8000	15700	""	0	0	1	hit_6	6	""	0	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70006	1	"Tiếng Gầm Cuồng Bạo"	"Phóng ra một tiếng gầm thét hoang dã, tăng 30% sát thương cho tất cả đồng đội, kéo dài 5 giây (nâng cấp +5% sát thương)."	1	40	70006	35001	0	1	0	0	3	8000	15700	""	0	0	1	hit_6	6	""	0	0	1|4|3	3	10000	3000	50000	0	0	0	0	""	""	""	""	
70006	2	"Tiếng Gầm Cuồng Bạo"	"Phóng ra một tiếng gầm thét hoang dã, tăng 35% sát thương cho tất cả đồng đội, kéo dài 5 giây (nâng cấp +5% sát thương)."	1	60	70006	35001	0	1	0	0	3	8000	15700	""	0	0	1	hit_6	6	""	0	0	1|4|3	3	10000	3500	60000	0	0	0	0	""	""	""	""	
70006	3	"Tiếng Gầm Cuồng Bạo"	"Phóng ra một tiếng gầm thét hoang dã, tăng 40% sát thương cho tất cả đồng đội, kéo dài 5 giây (nâng cấp +5% sát thương)."	1	85	70006	35001	0	1	0	0	3	8000	15700	""	0	0	1	hit_6	6	""	0	0	1|4|3	3	10000	4000	70000	0	0	0	0	""	""	""	""	
70006	4	"Tiếng Gầm Cuồng Bạo"	"Phóng ra một tiếng gầm thét hoang dã, tăng 45% sát thương cho tất cả đồng đội, kéo dài 5 giây (nâng cấp +5% sát thương)."	1	100	70006	35001	0	1	0	0	3	8000	15700	""	0	0	1	hit_6	6	""	0	0	1|4|3	3	10000	4500	80000	0	0	0	0	""	""	""	""	
70006	5	"Tiếng Gầm Cuồng Bạo"	"Phóng ra một tiếng gầm thét hoang dã, tăng 50% sát thương cho tất cả đồng đội, kéo dài 5 giây (nâng cấp +5% sát thương)."	1	105	70006	35001	0	1	0	0	3	8000	15700	""	0	0	1	hit_6	6	""	0	0	1|4|3	3	10000	5000	90000	0	0	0	0	""	""	""	""	
70006	6	"Tiếng Gầm Cuồng Bạo"	"Phóng ra một tiếng gầm thét hoang dã, tăng 55% sát thương cho tất cả đồng đội, kéo dài 5 giây (nâng cấp +5% sát thương)."	1	110	70006	35001	0	1	0	0	3	8000	15700	""	0	0	1	hit_6	6	""	0	0	1|4|3	3	10000	5500	90000	0	0	0	0	""	""	""	""	
70006	7	"Tiếng Gầm Cuồng Bạo"	"Phóng ra một tiếng gầm thét hoang dã, tăng 60% sát thương cho tất cả đồng đội, kéo dài 5 giây (nâng cấp +5% sát thương)."	1	115	70006	35001	0	1	0	0	3	8000	15700	""	0	0	1	hit_6	6	""	0	0	1|4|3	3	10000	6000	90000	0	0	0	0	""	""	""	""	
70006	8	"Tiếng Gầm Cuồng Bạo"	"Phóng ra một tiếng gầm thét hoang dã, tăng 65% sát thương cho tất cả đồng đội, kéo dài 5 giây (nâng cấp +5% sát thương)."	1	120	70006	35001	0	1	0	0	3	8000	15700	""	0	0	1	hit_6	6	""	0	0	1|4|3	3	10000	6500	90000	0	0	0	0	""	""	""	""	
70006	9	"Tiếng Gầm Cuồng Bạo"	"Phóng ra một tiếng gầm thét hoang dã, tăng 70% sát thương cho tất cả đồng đội, kéo dài 5 giây (nâng cấp +5% sát thương)."	1	125	70006	35001	0	1	0	0	3	8000	15700	""	0	0	1	hit_6	6	""	0	0	1|4|3	3	10000	7000	90000	0	0	0	0	""	""	""	""	
70006	10	"Tiếng Gầm Cuồng Bạo"	"Phóng ra một tiếng gầm thét hoang dã, tăng 75% sát thương cho tất cả đồng đội, kéo dài 5 giây (nâng cấp +5% sát thương)."	1	0	70006	35001	0	1	0	0	3	8000	15700	""	0	0	1	hit_6	6	""	0	0	1|4|3	3	10000	7500	90000	0	0	0	0	""	""	""	""	
70007	0	"Xung Kích Gai Nhọn"	"Tăng sát thương tấn công."	1	25	70007	36002	0	3	0	0	0	0	0	passive_skill_1	0	0	1	""	15	""	0	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70007	1	"Xung Kích Gai Nhọn"	"Tăng cường 140% sát thương (nâng cấp +20% sát thương)."	1	40	70007	36002	0	3	0	0	0	0	0	passive_skill_1	0	0	1	""	15	""	14000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70007	2	"Xung Kích Gai Nhọn"	"Tăng cường 170% sát thương (nâng cấp +30% sát thương)."	1	60	70007	36002	0	3	0	0	0	0	0	passive_skill_1	0	0	1	""	15	""	17000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70007	3	"Xung Kích Gai Nhọn"	"Tăng cường 200% sát thương (nâng cấp +30% sát thương)."	1	85	70007	36002	0	3	0	0	0	0	0	passive_skill_1	0	0	1	""	15	""	20000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70007	4	"Xung Kích Gai Nhọn"	"Tăng cường 230% sát thương (nâng cấp +30% sát thương)."	1	100	70007	36002	0	3	0	0	0	0	0	passive_skill_1	0	0	1	""	15	""	23000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70007	5	"Xung Kích Gai Nhọn"	"Tăng cường 260% sát thương (nâng cấp +30% sát thương)."	1	105	70007	36002	0	3	0	0	0	0	0	passive_skill_1	0	0	1	""	15	""	26000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70007	6	"Xung Kích Gai Nhọn"	"Tăng cường 290% sát thương (nâng cấp +30% sát thương)."	1	110	70007	36002	0	3	0	0	0	0	0	passive_skill_1	0	0	1	""	15	""	29000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70007	7	"Xung Kích Gai Nhọn"	"Tăng cường 320% sát thương (nâng cấp +30% sát thương)."	1	115	70007	36002	0	3	0	0	0	0	0	passive_skill_1	0	0	1	""	15	""	32000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70007	8	"Xung Kích Gai Nhọn"	"Tăng cường 350% sát thương (nâng cấp +30% sát thương)."	1	120	70007	36002	0	3	0	0	0	0	0	passive_skill_1	0	0	1	""	15	""	35000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70007	9	"Xung Kích Gai Nhọn"	"Tăng cường 380% sát thương (nâng cấp +30% sát thương)."	1	125	70007	36002	0	3	0	0	0	0	0	passive_skill_1	0	0	1	""	15	""	38000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70007	10	"Xung Kích Gai Nhọn"	"Tăng cường 410% sát thương (nâng cấp +30% sát thương)."	1	0	70007	36002	0	3	0	0	0	0	0	passive_skill_1	0	0	1	""	15	""	41000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70008	0	"Sơn Khâu Chi Chuỳ"	"Vung cao cây chùy sắt khổng lồ, giáng xuống kẻ địch, khiến mặt đất rung chuyển và gây sát thương chí mạng."	1	25	70008	37001	0	1	0	0	0	5000	10000	""	0	0	1	hit_2	10	""	0	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70008	1	"Sơn Khâu Chi Chuỳ"	"Vung cao cây chùy sắt khổng lồ và đập mạnh vào kẻ địch, gây sát thương 200% (nâng cấp +10% sát thương)."	1	40	70008	37001	0	1	0	0	0	5000	10000	""	0	0	1	hit_2	10	""	20000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
70008	2	"Sơn Khâu Chi Chuỳ"	"Vung cao cây chùy sắt khổng lồ và đập mạnh vào kẻ địch, gây sát thương 220% (nâng cấp +20% sát thương)."	1	60	70008	37001	0	1	0	0	0	5000	10000	""	0	0	1	hit_2	10	""	22000	0	0|4|3	0	0	0	0	0	0	0	0	""	""	""	""	
