map_key	cell_id	enter	item_type	item_id	is_obstruct	skill_lv	star_lv	
2_9	39	1	0	0	0	0	0	
2_10	2	0	0	0	1	0	0	
2_10	3	0	2	53001	0	0	0	
2_10	4	0	2	51001	0	0	0	
2_10	6	1	0	0	0	0	0	
2_10	7	0	0	0	0	0	0	
2_10	8	0	0	0	0	0	0	
2_10	9	0	0	0	0	0	0	
2_10	10	0	0	0	0	0	0	
2_10	11	1	1	16003	0	0	0	
2_10	12	1	0	0	0	0	0	
2_10	13	0	1	17002	0	0	0	
2_10	14	0	1	17002	0	0	0	
2_10	15	0	1	18002	0	0	0	
2_10	16	0	0	0	0	0	0	
2_10	17	1	0	0	0	0	0	
2_10	19	0	3	31001	0	0	0	
2_10	20	0	3	31003	0	0	0	
2_10	21	0	1	17001	0	0	0	
2_10	22	0	0	0	1	0	0	
2_10	25	1	0	0	0	0	0	
2_10	26	0	0	0	0	0	0	
2_10	27	0	1	16001	0	0	0	
2_10	28	0	0	0	1	0	0	
2_10	31	1	0	0	0	0	0	
2_10	32	0	1	16001	0	0	0	
2_10	33	0	0	0	0	0	0	
2_10	34	0	2	59001	0	0	0	
2_10	37	1	1	16001	0	0	0	
2_10	38	1	0	0	0	0	0	
2_10	39	1	0	0	0	0	0	
3_1	2	0	0	0	1	0	0	
3_1	3	0	2	51002	0	0	0	
3_1	4	0	0	0	0	0	0	
3_1	6	1	0	0	0	0	0	
3_1	7	0	0	0	0	0	0	
3_1	8	0	0	0	0	0	0	
3_1	9	0	1	18002	0	0	0	
3_1	10	0	0	0	0	0	0	
3_1	11	0	0	0	0	0	0	
3_1	12	1	0	0	0	0	0	
3_1	13	0	2	53002	0	0	0	
3_1	14	0	0	0	0	0	0	
3_1	15	0	1	17002	0	0	0	
3_1	16	0	1	16002	0	0	0	
3_1	17	1	0	0	0	0	0	
3_1	19	0	0	0	0	0	0	
3_1	20	0	1	16002	0	0	0	
3_1	21	0	0	0	0	0	0	
3_1	22	0	0	0	1	0	0	
3_1	25	0	1	16003	0	0	0	
3_1	26	0	3	32001	0	0	0	
3_1	27	0	0	0	0	0	0	
3_1	28	0	0	0	1	0	0	
3_1	31	0	1	17002	0	0	0	
3_1	32	0	0	0	0	0	0	
3_1	33	0	1	17003	0	0	0	
3_1	34	0	2	59002	0	0	0	
3_1	37	0	0	0	0	0	0	
3_1	38	0	2	52001	0	0	0	
3_1	39	0	0	0	0	0	0	
3_1	43	0	3	31003	0	0	0	
3_1	44	0	0	0	0	0	0	
3_1	45	0	0	0	0	0	0	
3_1	46	0	0	0	1	0	0	
3_1	49	0	0	0	1	0	0	
3_1	50	0	0	0	0	0	0	
3_1	51	0	0	0	0	0	0	
3_1	52	0	2	56001	0	0	0	
3_1	53	1	0	0	0	0	0	
3_1	55	1	0	0	0	0	0	
3_1	56	0	0	0	0	0	0	
3_1	57	0	0	0	0	0	0	
3_1	58	1	0	0	0	0	0	
3_1	59	1	0	0	0	0	0	
3_1	61	1	0	0	0	0	0	
3_1	62	1	0	0	0	0	0	
3_1	63	1	0	0	0	0	0	
3_2	2	0	0	0	1	0	0	
3_2	3	1	0	0	0	0	0	
3_2	4	0	0	0	0	0	0	
3_2	6	1	0	0	0	0	0	
3_2	7	0	2	51002	0	0	0	
3_2	8	0	0	0	0	0	0	
3_2	9	0	0	0	0	0	0	
3_2	10	0	2	53002	0	0	0	
3_2	11	1	0	0	0	0	0	
3_2	12	1	0	0	0	0	0	
3_2	13	0	0	0	0	0	0	
3_2	14	0	0	0	0	0	0	
3_2	15	0	0	0	0	0	0	
3_2	16	0	1	18001	0	0	0	
3_2	17	1	0	0	0	0	0	
3_2	19	0	0	0	0	0	0	
3_2	20	0	3	33001	0	0	0	
3_2	21	0	0	0	0	0	0	
3_2	22	0	0	0	1	0	0	
3_2	25	0	2	52001	0	0	0	
3_2	26	0	1	16002	0	0	0	
3_2	27	0	0	0	0	0	0	
3_2	28	0	0	0	1	0	0	
3_2	31	0	0	0	0	0	0	
3_2	32	0	1	16002	0	0	0	
3_2	33	0	1	16003	0	0	0	
3_2	34	0	2	59002	0	0	0	
3_2	37	0	1	18002	0	0	0	
3_2	38	0	0	0	0	0	0	
3_2	39	0	1	17002	0	0	0	
3_2	43	0	0	0	0	0	0	
3_2	44	0	3	31001	0	0	0	
3_2	45	0	0	0	0	0	0	
3_2	46	0	0	0	1	0	0	
3_2	49	0	0	0	1	0	0	
3_2	50	0	1	18003	0	0	0	
3_2	51	0	0	0	0	0	0	
3_2	52	0	1	17002	0	0	0	
3_2	53	1	0	0	0	0	0	
3_2	55	1	1	17002	0	0	0	
3_2	56	0	0	0	0	0	0	
3_2	57	0	2	56001	0	0	0	
3_2	58	1	0	0	0	0	0	
3_2	59	1	0	0	0	0	0	
3_2	61	1	1	17002	0	0	0	
3_2	62	1	0	0	0	0	0	
3_2	63	1	0	0	0	0	0	
3_3	2	0	0	0	1	0	0	
3_3	3	0	0	0	0	0	0	
3_3	4	0	0	0	0	0	0	
3_3	6	0	0	0	0	0	0	
3_3	7	0	2	51002	0	0	0	
3_3	8	0	0	0	0	0	0	
3_3	9	0	2	53002	0	0	0	
3_3	10	0	0	0	0	0	0	
3_3	11	1	0	0	0	0	0	
3_3	12	0	0	0	0	0	0	
3_3	13	0	1	17003	0	0	0	
3_3	14	0	0	0	0	0	0	
3_3	15	0	0	0	0	0	0	
3_3	16	0	1	17001	0	0	0	
3_3	17	1	0	0	0	0	0	
3_3	19	0	0	0	0	0	0	
3_3	20	0	1	16002	0	0	0	
3_3	21	0	0	0	0	0	0	
3_3	22	0	0	0	1	0	0	
3_3	25	0	2	52001	0	0	0	
3_3	26	0	0	0	0	0	0	
3_3	27	0	0	0	0	0	0	
3_3	28	0	0	0	1	0	0	
3_3	31	0	1	17001	0	0	0	
3_3	32	0	0	0	0	0	0	
3_3	33	0	1	16002	0	0	0	
3_3	34	0	2	59002	0	0	0	
3_3	37	0	1	15001	0	0	0	
3_3	38	0	0	0	0	0	0	
3_3	39	0	3	32001	0	0	0	
3_3	43	0	0	0	0	0	0	
3_3	44	0	2	56001	0	0	0	
3_3	45	0	3	33002	0	0	0	
3_3	46	0	0	0	1	0	0	
3_3	49	0	0	0	1	0	0	
3_3	50	0	1	18003	0	0	0	
3_3	51	0	0	0	0	0	0	
3_3	52	0	0	0	0	0	0	
3_3	53	1	0	0	0	0	0	
3_3	55	1	0	0	0	0	0	
3_3	56	0	3	36001	0	0	0	
3_3	57	0	3	36001	0	0	0	
3_3	58	1	0	0	0	0	0	
3_3	59	1	0	0	0	0	0	
3_3	61	1	0	0	0	0	0	
3_3	62	1	0	0	0	0	0	
3_3	63	1	0	0	0	0	0	
3_4	2	0	0	0	1	0	0	
3_4	3	1	1	18001	0	0	0	
3_4	4	0	0	0	0	0	0	
3_4	6	0	2	56001	0	0	0	
3_4	7	1	0	0	0	0	0	
3_4	8	0	0	0	0	0	0	
3_4	9	0	0	0	0	0	0	
3_4	10	0	2	53002	0	0	0	
3_4	11	1	0	0	0	0	0	
3_4	12	1	0	0	0	0	0	
3_4	13	0	1	16002	0	0	0	
3_4	14	0	0	0	0	0	0	
3_4	15	0	0	0	0	0	0	
3_4	16	0	0	0	0	0	0	
3_4	17	1	1	16002	0	0	0	
3_4	19	0	0	0	0	0	0	
3_4	20	0	0	0	0	0	0	
3_4	21	0	3	31001	0	0	0	
3_4	22	0	0	0	1	0	0	
3_4	25	0	0	0	0	0	0	
3_4	26	0	1	17002	0	0	0	
3_4	27	0	0	0	0	0	0	
3_4	28	0	0	0	1	0	0	
3_4	31	0	0	0	0	0	0	
3_4	32	0	1	18002	0	0	0	
3_4	33	0	0	0	0	0	0	
3_4	34	0	2	59002	0	0	0	
3_4	37	0	0	0	0	0	0	
3_4	38	0	2	51002	0	0	0	
3_4	39	0	3	32002	0	0	0	
3_4	43	0	2	52001	0	0	0	
3_4	44	0	0	0	0	0	0	
3_4	45	0	1	17002	0	0	0	
3_4	46	0	0	0	1	0	0	
3_4	49	0	0	0	1	0	0	
3_4	50	0	0	0	0	0	0	
3_4	51	0	1	16002	0	0	0	
3_4	52	0	0	0	0	0	0	
3_4	53	1	3	36001	0	0	0	
3_4	55	1	0	0	0	0	0	
3_4	56	0	0	0	0	0	0	
3_4	57	0	1	17002	0	0	0	
3_4	58	1	0	0	0	0	0	
3_4	59	1	3	36001	0	0	0	
3_4	61	1	0	0	0	0	0	
3_4	62	1	1	17002	0	0	0	
3_4	63	1	0	0	0	0	0	
3_5	2	0	0	0	1	0	0	
3_5	3	1	0	0	0	0	0	
3_5	4	0	0	0	0	0	0	
3_5	6	0	2	52001	0	0	0	
3_5	7	1	0	0	0	0	0	
3_5	8	0	3	36001	0	0	0	
3_5	9	0	3	36001	0	0	0	
3_5	10	0	3	36001	0	0	0	
3_5	11	1	0	0	0	0	0	
3_5	12	1	0	0	0	0	0	
3_5	13	0	0	0	0	0	0	
3_5	14	0	2	56001	0	0	0	
3_5	15	0	0	0	0	0	0	
3_5	16	0	1	17002	0	0	0	
3_5	17	1	1	16003	0	0	0	
3_5	19	0	0	0	0	0	0	
3_5	20	0	1	16001	0	0	0	
3_5	21	0	0	0	0	0	0	
3_5	22	0	0	0	1	0	0	
3_5	25	0	0	0	0	0	0	
3_5	26	0	1	18002	0	0	0	
3_5	27	0	0	0	0	0	0	
3_5	28	0	0	0	1	0	0	
3_5	31	0	1	16003	0	0	0	
3_5	32	0	0	0	0	0	0	
3_5	33	0	1	18003	0	0	0	
3_5	34	0	2	59002	0	0	0	
3_5	37	0	0	0	0	0	0	
3_5	38	0	1	17002	0	0	0	
3_5	39	0	0	0	0	0	0	
3_5	43	0	1	16001	0	0	0	
3_5	44	0	3	32001	0	0	0	
3_5	45	0	3	33001	0	0	0	
3_5	46	0	0	0	1	0	0	
3_5	49	0	0	0	1	0	0	
3_5	50	0	2	51002	0	0	0	
3_5	51	0	0	0	0	0	0	
3_5	52	0	1	17002	0	0	0	
3_5	53	0	2	53002	0	0	0	
3_5	55	1	0	0	0	0	0	
3_5	56	0	0	0	0	0	0	
3_5	57	0	0	0	0	0	0	
3_5	58	1	0	0	0	0	0	
3_5	59	1	0	0	0	0	0	
3_5	61	1	0	0	0	0	0	
3_5	62	1	0	0	0	0	0	
3_5	63	1	0	0	0	0	0	
3_6	2	0	0	0	1	0	0	
3_6	3	0	0	0	0	0	0	
3_6	4	0	0	0	0	0	0	
3_6	6	0	0	0	0	0	0	
3_6	7	0	0	0	0	0	0	
3_6	8	0	0	0	0	0	0	
3_6	9	0	0	0	0	0	0	
3_6	10	0	0	0	0	0	0	
3_6	11	0	1	17001	0	0	0	
3_6	12	0	0	0	0	0	0	
3_6	13	0	0	0	0	0	0	
3_6	14	0	2	51003	0	0	0	
3_6	15	0	0	0	0	0	0	
3_6	16	0	1	16002	0	0	0	
3_6	17	0	1	16001	0	0	0	
3_6	19	0	0	0	0	0	0	
3_6	20	0	2	53002	0	0	0	
3_6	21	0	0	0	0	0	0	
3_6	22	0	0	0	1	0	0	
3_6	25	0	0	0	0	0	0	
3_6	26	0	1	16001	0	0	0	
3_6	27	0	1	17001	0	0	0	
3_6	28	0	0	0	1	0	0	
3_6	31	0	2	52001	0	0	0	
3_6	32	0	3	32001	0	0	0	
3_6	33	0	0	0	0	0	0	
3_6	34	0	2	59002	0	0	0	
3_6	37	0	0	0	0	0	0	
3_6	38	0	2	56001	0	0	0	
3_6	39	0	0	0	0	0	0	
3_6	43	0	3	31001	0	0	0	
3_6	44	0	1	16003	0	0	0	
3_6	45	0	1	17002	0	0	0	
3_6	46	0	0	0	1	0	0	
3_6	49	0	0	0	1	0	0	
3_6	50	0	3	36001	0	0	0	
3_6	51	0	3	36001	0	0	0	
3_6	52	0	0	0	0	0	0	
3_6	53	1	0	0	0	0	0	
3_6	55	1	0	0	0	0	0	
3_6	56	0	1	17002	0	0	0	
3_6	57	0	1	17002	0	0	0	
3_6	58	1	0	0	0	0	0	
3_6	59	1	0	0	0	0	0	
3_6	61	1	0	0	0	0	0	
3_6	62	1	0	0	0	0	0	
3_6	63	1	0	0	0	0	0	
3_7	2	0	0	0	1	0	0	
3_7	3	1	0	0	0	0	0	
3_7	4	0	0	0	0	0	0	
3_7	6	1	1	16003	0	0	0	
3_7	7	1	1	17002	0	0	0	
3_7	8	0	0	0	0	0	0	
3_7	9	0	0	0	0	0	0	
3_7	10	0	0	0	0	0	0	
3_7	11	1	0	0	0	0	0	
3_7	12	1	1	18002	0	0	0	
3_7	13	0	0	0	0	0	0	
3_7	14	0	0	0	0	0	0	
3_7	15	0	0	0	0	0	0	
3_7	16	0	0	0	0	0	0	
3_7	17	1	0	0	0	0	0	
3_7	19	0	1	18001	0	0	0	
3_7	20	0	0	0	0	0	0	
3_7	21	0	0	0	0	0	0	
3_7	22	0	0	0	1	0	0	
3_7	25	0	0	0	0	0	0	
3_7	26	0	1	16002	0	0	0	
3_7	27	0	1	17002	0	0	0	
3_7	28	0	0	0	1	0	0	
3_7	31	0	0	0	0	0	0	
3_7	32	0	1	17001	0	0	0	
3_7	33	0	1	17001	0	0	0	
3_7	34	0	2	59002	0	0	0	
3_7	37	0	0	0	0	0	0	
3_7	38	0	1	17001	0	0	0	
3_7	39	0	1	16002	0	0	0	
3_7	43	0	1	18003	0	0	0	
3_7	44	0	0	0	0	0	0	
3_7	45	0	3	32001	0	0	0	
3_7	46	0	0	0	1	0	0	
3_7	49	0	0	0	1	0	0	
3_7	50	0	2	51003	0	0	0	
3_7	51	0	2	52001	0	0	0	
3_7	52	0	2	53002	0	0	0	
3_7	53	1	0	0	0	0	0	
3_7	55	1	3	36001	0	0	0	
3_7	56	0	2	56001	0	0	0	
3_7	57	0	0	0	0	0	0	
3_7	58	1	1	17002	0	0	0	
3_7	59	1	0	0	0	0	0	
3_7	61	1	3	36001	0	0	0	
3_7	62	1	0	0	0	0	0	
3_7	63	1	3	33001	0	0	0	
3_8	2	0	0	0	1	0	0	
3_8	3	1	0	0	0	0	0	
3_8	4	0	0	0	0	0	0	
3_8	6	1	0	0	0	0	0	
3_8	7	1	0	0	0	0	0	
3_8	8	0	0	0	0	0	0	
3_8	9	0	0	0	0	0	0	
3_8	10	0	0	0	0	0	0	
3_8	11	1	0	0	0	0	0	
3_8	12	1	0	0	0	0	0	
3_8	13	0	0	0	0	0	0	
3_8	14	0	1	17002	0	0	0	
3_8	15	0	0	0	0	0	0	
3_8	16	0	0	0	0	0	0	
3_8	17	1	1	18002	0	0	0	
3_8	19	0	0	0	0	0	0	
3_8	20	0	1	17002	0	0	0	
3_8	21	0	1	16002	0	0	0	
3_8	22	0	0	0	1	0	0	
3_8	25	0	0	0	0	0	0	
3_8	26	0	1	18002	0	0	0	
3_8	27	0	0	0	0	0	0	
3_8	28	0	0	0	1	0	0	
3_8	31	0	1	16003	0	0	0	
3_8	32	0	1	17002	0	0	0	
3_8	33	0	1	18001	0	0	0	
3_8	34	0	2	59002	0	0	0	
3_8	37	0	0	0	0	0	0	
3_8	38	0	1	16002	0	0	0	
3_8	39	0	1	17002	0	0	0	
3_8	43	0	0	0	0	0	0	
3_8	44	0	3	33001	0	0	0	
3_8	45	0	0	0	0	0	0	
3_8	46	0	0	0	1	0	0	
3_8	49	0	0	0	1	0	0	
3_8	50	0	3	32001	0	0	0	
3_8	51	0	0	0	0	0	0	
3_8	52	0	2	51003	0	0	0	
3_8	53	0	2	53002	0	0	0	
3_8	55	1	0	0	0	0	0	
3_8	56	0	3	36001	0	0	0	
3_8	57	0	0	0	0	0	0	
3_8	58	0	2	52001	0	0	0	
3_8	59	0	2	56001	0	0	0	
3_8	61	1	0	0	0	0	0	
3_8	62	1	3	36001	0	0	0	
3_8	63	1	3	36001	0	0	0	
3_9	2	0	0	0	1	0	0	
3_9	3	1	0	0	0	0	0	
3_9	4	0	0	0	0	0	0	
3_9	6	1	0	0	0	0	0	
3_9	7	1	0	0	0	0	0	
3_9	8	0	0	0	0	0	0	
3_9	9	0	0	0	0	0	0	
3_9	10	0	0	0	0	0	0	
3_9	11	0	2	53002	0	0	0	
3_9	12	0	2	52001	0	0	0	
3_9	13	0	0	0	0	0	0	
3_9	14	0	0	0	0	0	0	
3_9	15	0	0	0	0	0	0	
3_9	16	0	1	17002	0	0	0	
3_9	17	1	0	0	0	0	0	
3_9	19	0	0	0	0	0	0	
3_9	20	0	3	32001	0	1	1	
3_9	21	0	3	33001	0	0	0	
3_9	22	0	0	0	1	0	0	
3_9	25	0	0	0	0	0	0	
3_9	26	0	2	51004	0	0	0	
3_9	27	0	0	0	0	0	0	
3_9	28	0	0	0	1	0	0	
3_9	31	0	1	17002	0	0	0	
3_9	32	0	0	0	0	0	0	
3_9	33	0	1	17002	0	0	0	
3_9	34	0	2	59002	0	0	0	
3_9	37	0	3	36001	0	0	0	
3_9	38	0	3	36001	0	0	0	
3_9	39	0	3	36001	0	0	0	
3_9	43	0	0	0	0	0	0	
3_9	44	0	1	16002	0	0	0	
3_9	45	0	0	0	0	0	0	
3_9	46	0	0	0	1	0	0	
3_9	49	0	0	0	1	0	0	
3_9	50	0	2	56001	0	0	0	
3_9	51	0	0	0	0	0	0	
